,Choose the coworkers you recognize as the most valuable players (MVP) in the company due to their outstanding contribution to the company’s performance and productivity.,personId,Summary,description
823,Alicia Gilbert,9c91ca64-5d8a-473b-be4e-46e14230ae14,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
824,Alicia Gilbert,9c91ca64-5d8a-473b-be4e-46e14230ae14,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
825,Brenda Stephenson,39b83de4-efbe-454a-95d7-469a009be9af,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
826,Brenda Stephenson,39b83de4-efbe-454a-95d7-469a009be9af,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
827,Brenda Stephenson,39b83de4-efbe-454a-95d7-469a009be9af,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
828,Brenda Stephenson,39b83de4-efbe-454a-95d7-469a009be9af,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
829,Brenda Stephenson,39b83de4-efbe-454a-95d7-469a009be9af,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
830,Brenda Stephenson,39b83de4-efbe-454a-95d7-469a009be9af,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
831,Brenda Stephenson,39b83de4-efbe-454a-95d7-469a009be9af,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
832,Kristen Brown,0cbd1614-654f-40e9-ab1e-567b57e318a6,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
833,Kristen Brown,0cbd1614-654f-40e9-ab1e-567b57e318a6,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
834,Kristen Brown,0cbd1614-654f-40e9-ab1e-567b57e318a6,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
835,Kristen Brown,0cbd1614-654f-40e9-ab1e-567b57e318a6,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
836,Kristen Brown,0cbd1614-654f-40e9-ab1e-567b57e318a6,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
837,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
838,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
839,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
840,Gail Collins,8f4f0941-b596-4718-a122-37e7717800b5,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
841,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
842,Lori Garcia,8ce9f155-ab68-4964-9dab-c17dae29d97c,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
843,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
844,Donna Wilson,548254c9-d19f-4815-9a88-b26afdfe0b7b,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
845,Morgan Jackson,f2f2ad6c-909e-49ec-b4dc-baf0212d5b5e,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
846,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
847,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
848,Rachel Buchanan,2a2b1d2f-4d21-4d7a-9e40-389e13759a2e,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
849,Christian Mora,4c29e8d9-b64a-422c-ae0f-a4ed56af0390,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
850,Darren Stephens,effb7664-ad47-411d-91ab-b5d86d7f8dba,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
851,Lonnie Noble,3e515af2-73a9-468c-a776-16b29722e1ee,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
852,Melissa Aguirre,b6076fa5-701d-44ca-9362-9310ec79daf2,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
853,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
854,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
855,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
856,Susan Burns,ec4b8f67-e4bc-48ff-888b-9c22c8c61dbb,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
857,Susan Burns,ec4b8f67-e4bc-48ff-888b-9c22c8c61dbb,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
858,Tammy Perez,2d706b6c-2475-4a6b-8316-8e0551b533e4,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
859,Tammy Perez,2d706b6c-2475-4a6b-8316-8e0551b533e4,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
860,Joshua Williams,a7053650-77b9-437c-a152-5a2b09cf5492,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
861,Joshua Williams,a7053650-77b9-437c-a152-5a2b09cf5492,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
862,Joshua Williams,a7053650-77b9-437c-a152-5a2b09cf5492,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
863,Joshua Williams,a7053650-77b9-437c-a152-5a2b09cf5492,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
864,Rodney Weaver,5d28e324-07e1-47bf-bc6e-ded52f29c9c9,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
865,Rodney Weaver,5d28e324-07e1-47bf-bc6e-ded52f29c9c9,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
866,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
867,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
868,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
869,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
870,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
871,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
872,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
873,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
874,Veronica Moyer,453bc5d6-d30e-4f16-8bb4-39b1a9274aee,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
875,Veronica Moyer,453bc5d6-d30e-4f16-8bb4-39b1a9274aee,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
876,Veronica Moyer,453bc5d6-d30e-4f16-8bb4-39b1a9274aee,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
877,Melissa Aguirre,b6076fa5-701d-44ca-9362-9310ec79daf2,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
878,Melissa Aguirre,b6076fa5-701d-44ca-9362-9310ec79daf2,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
879,Melissa Aguirre,b6076fa5-701d-44ca-9362-9310ec79daf2,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
880,Melissa Aguirre,b6076fa5-701d-44ca-9362-9310ec79daf2,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
881,Darren Stephens,effb7664-ad47-411d-91ab-b5d86d7f8dba,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
882,Darren Stephens,effb7664-ad47-411d-91ab-b5d86d7f8dba,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
883,Darren Stephens,effb7664-ad47-411d-91ab-b5d86d7f8dba,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
884,Darren Stephens,effb7664-ad47-411d-91ab-b5d86d7f8dba,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
885,Darren Stephens,effb7664-ad47-411d-91ab-b5d86d7f8dba,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
886,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
887,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
888,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
889,Richard Campbell,1b40bac2-ca85-4de7-aef5-67aec799b4b2,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
890,Dawn Patton,55e715de-6db1-43e0-8dbe-2e576f4ba849,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
891,Dawn Patton,55e715de-6db1-43e0-8dbe-2e576f4ba849,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
892,Sheri Washington,20e9221c-39b1-46c0-8ba9-1890cf72f61e,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
893,Sheri Washington,20e9221c-39b1-46c0-8ba9-1890cf72f61e,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
894,Sheri Washington,20e9221c-39b1-46c0-8ba9-1890cf72f61e,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
895,Sheri Washington,20e9221c-39b1-46c0-8ba9-1890cf72f61e,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
896,Sheri Washington,20e9221c-39b1-46c0-8ba9-1890cf72f61e,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
897,Jeremy Garner,2548151f-a790-4d4f-9420-1068f7346b7f,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
898,Jeremy Garner,2548151f-a790-4d4f-9420-1068f7346b7f,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
899,Jeremy Garner,2548151f-a790-4d4f-9420-1068f7346b7f,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
900,Jeremy Garner,2548151f-a790-4d4f-9420-1068f7346b7f,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
901,Jeremy Garner,2548151f-a790-4d4f-9420-1068f7346b7f,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
902,Anthony Rivera,8f6dfff8-baad-420f-87f6-42d8d7e03958,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
903,Anthony Rivera,8f6dfff8-baad-420f-87f6-42d8d7e03958,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
904,Anthony Rivera,8f6dfff8-baad-420f-87f6-42d8d7e03958,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
905,Anthony Rivera,8f6dfff8-baad-420f-87f6-42d8d7e03958,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
906,Anthony Rivera,8f6dfff8-baad-420f-87f6-42d8d7e03958,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
907,Teresa Williams,fc368c47-6b49-45ca-9b00-677c5b907c11,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
908,Teresa Williams,fc368c47-6b49-45ca-9b00-677c5b907c11,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
909,Teresa Williams,fc368c47-6b49-45ca-9b00-677c5b907c11,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
910,Teresa Williams,fc368c47-6b49-45ca-9b00-677c5b907c11,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
911,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
912,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
913,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
914,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
915,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
916,Steven Rollins,6ffe1069-c805-47a1-b4e8-d61f1d2d2d9f,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
917,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Cares for others,"I choose this coworker as the MVP because they care for others. They are willing to lend a helping hand, they are empathetic, friendly, non-confrontational, open to others and respectful. They know how to listen to others, and they can be trusted and confided in."
918,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
919,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
920,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
921,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
922,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
923,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
924,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
925,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
926,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
927,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
928,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Is self-sacrificing,I choose this coworker as the MVP because they are exceptionally hard-working and go above and beyond what is required. They are willing to take on several tasks simultaneously and sacrifice their free time for their work commitments.
929,Susan Anderson,97f73138-6bcd-4522-b529-abc52dbc36bd,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
930,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
931,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
932,Howard Lynn,7883fd04-ead8-4dc1-b885-7075f153b226,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
933,Rachel Buchanan,2a2b1d2f-4d21-4d7a-9e40-389e13759a2e,Has leadership skills,"I choose this coworker as the MVP because they lead by example and support others through their actions and vision. They are a strategic thinker and decision-maker whose opinion is highly respected and valued. They are able to distribute, organise, coordinate work, give useful feedback, and identify the potential in others."
934,Rachel Buchanan,2a2b1d2f-4d21-4d7a-9e40-389e13759a2e,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
935,Rachel Buchanan,2a2b1d2f-4d21-4d7a-9e40-389e13759a2e,Is embedded in the company,"I choose this coworker as the MVP because they are essential to the company thanks to their knowledge of the company's vision, their entrepreneurial skills, their involvement in work processes, their ability to integrate departments, or thanks to their networking skills."
936,Rachel Buchanan,2a2b1d2f-4d21-4d7a-9e40-389e13759a2e,Has knowledge and experience,"I choose this coworker as the MVP because they are both professional and competent, have a wealth of knowledge and experience in their area of expertise, and because they contribute to finding innovative solutions."
937,Rachel Buchanan,2a2b1d2f-4d21-4d7a-9e40-389e13759a2e,Cares for the team,"I choose this coworker as the MVP because they value cohesiveness and a good team spirit. They include others in their own work and in their decisions, they motivate and bring others together as a team, and they know how to make the atmosphere in the team pleasant and easy-going."
938,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Has good communication skills,"I choose this coworker as the MVP because they can communicate well and efficiently with others. They are clear, comprehensible, give sensible ideas and make sound arguments."
939,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Can cope with stress,"I choose this coworker as the MVP because they are patient and adaptable, can keep their composure and can deliberate thoughtfully, irrespective of the circumstances and external demands."
940,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Has an appropriate work attitude,"I choose this coworker as the MVP because they are organised and carry out all their duties in a timely manner, while taking ownership of the quality and accuracy of their work. If they encounter problems, they persevere until they find a viable solution."
941,Jeremy Walker,21b09017-dd97-402a-b7f7-0a31e500139d,Shows motivation and enthusiasm,I choose this coworker as the MVP because they exhibit high enthusiasm for work and new knowledge. They are willing to dedicate extra energy and time to get the job done well and on time.
